id,num_tournaments,total_players,name,avg_players_per_tournament
149068,1,77,Person ID 149068,77.00
108430,1,71,Person ID 108430,71.00
100055,1,66,Person ID 100055,66.00
102681,1,61,Person ID 102681,61.00
101866,1,60,Person ID 101866,60.00
176232,1,54,Person ID 176232,54.00
104433,1,53,Person ID 104433,53.00
103753,1,52,Person ID 103753,52.00
105508,1,48,Person ID 105508,48.00
146052,1,47,Person ID 146052,47.00
172538,1,46,Person ID 172538,46.00
188678,1,45,Person ID 188678,45.00
145642,1,43,Person ID 145642,43.00
165868,1,42,Person ID 165868,42.00
176688,1,42,Person ID 176688,42.00
189105,1,41,Person ID 189105,41.00
127146,1,37,Person ID 127146,37.00
148323,1,37,Person ID 148323,37.00
163040,1,36,Person ID 163040,36.00
125685,1,35,Person ID 125685,35.00
175874,1,35,Person ID 175874,35.00
154439,1,32,Person ID 154439,32.00
148101,1,31,Person ID 148101,31.00
106826,1,30,Person ID 106826,30.00
107494,1,30,Person ID 107494,30.00
127300,1,28,Person ID 127300,28.00
127490,1,28,Person ID 127490,28.00
184482,1,28,Person ID 184482,28.00
102428,1,27,Person ID 102428,27.00
108219,1,27,Person ID 108219,27.00
108992,1,27,Person ID 108992,27.00
130108,1,27,Person ID 130108,27.00
158868,1,27,Person ID 158868,27.00
182338,1,27,Person ID 182338,27.00
106383,1,26,Person ID 106383,26.00
107582,1,25,Person ID 107582,25.00
168603,1,25,Person ID 168603,25.00
172262,1,25,Person ID 172262,25.00
100316,1,24,Person ID 100316,24.00
101970,1,24,Person ID 101970,24.00
106921,1,24,Person ID 106921,24.00
121318,1,24,Person ID 121318,24.00
127777,1,24,Person ID 127777,24.00
148344,1,24,Person ID 148344,24.00
160599,1,24,Person ID 160599,24.00
101665,1,23,Person ID 101665,23.00
109674,1,23,Person ID 109674,23.00
110993,1,23,Person ID 110993,23.00
138357,1,23,Person ID 138357,23.00
147799,1,23,Person ID 147799,23.00
173096,1,23,Person ID 173096,23.00
108120,1,22,Person ID 108120,22.00
157694,1,22,Person ID 157694,22.00
106875,1,21,Person ID 106875,21.00
110285,1,21,Person ID 110285,21.00
123072,1,21,Person ID 123072,21.00
144606,1,21,Person ID 144606,21.00
146587,1,21,Person ID 146587,21.00
163178,1,21,Person ID 163178,21.00
104319,1,20,Person ID 104319,20.00
106989,1,20,Person ID 106989,20.00
121140,1,20,Person ID 121140,20.00
150291,1,20,Person ID 150291,20.00
101723,1,19,Person ID 101723,19.00
103280,1,19,Person ID 103280,19.00
129606,1,19,Person ID 129606,19.00
146955,1,19,Person ID 146955,19.00
148358,1,19,Person ID 148358,19.00
152937,1,19,Person ID 152937,19.00
104142,1,18,Person ID 104142,18.00
123186,1,18,Person ID 123186,18.00
